Date,Average Daily Value
2018-02-25,1.5
2018-02-26,2.875
2018-02-27,2.25
2018-02-28,5.5417
2018-03-01,9.7083
2018-03-02,6.5417
2018-03-03,4.75
2018-03-04,7.625
2018-03-05,7.0833
2018-03-06,15.9167
2018-03-07,19.2083
2018-03-08,46.625
2018-03-09,15.5417
2018-03-10,7.0833
2018-03-11,8.3333
2018-03-12,6.2083
2018-03-13,8.25
2018-03-14,26.125
2018-03-15,31.9583
2018-03-16,25.25
2018-03-17,27.8333
2018-03-18,9.9167
2018-03-19,8.75
2018-03-20,4.625
2018-03-21,13.7917
2018-03-22,27
2018-03-23,7.8333
2018-03-24,2.0833
2018-03-25,2.625
2018-03-26,2.125
2018-03-27,3.1905
2018-03-28,5.125
2018-03-29,11.2917
2018-03-30,4.5
2018-03-31,5.9583
2018-04-03,11.7917
2018-04-04,17.875
2018-04-05,4.5833
2018-04-06,8.5417
2018-04-07,7.6667
2018-04-08,12.0417
2018-04-09,16.8333
2018-04-10,10.7917
2018-04-11,19.375
2018-04-12,9.5833
2018-04-13,9.4583
2018-04-14,5.625
2018-04-15,11.3333
2018-04-16,8.2083
2018-04-17,13.7619
2018-04-18,4.375
2018-04-19,6.4167
2018-04-20,7.125
2018-04-21,5.5833
2018-04-22,1.7083
2018-04-23,4.6667
2018-04-24,6.7083
2018-04-25,9.0833
2018-04-26,8.2917
2018-04-27,10.125
2018-04-28,12.2083
2018-04-29,4.2083
2018-04-30,6.5
2018-05-01,4.7083
2018-05-02,6.8333
2018-05-03,7.1667
2018-05-04,5.8333
2018-05-05,6.1667
2018-05-06,6.7083
2018-05-07,7.375
2018-05-08,5.7083
2018-05-09,4.0833
2018-05-10,7.1667
2018-05-11,8.2917
2018-05-12,8.25
2018-05-13,6.1667
2018-05-14,8.9167
2018-05-15,11.1667
2018-05-16,15.875
2018-05-17,8.375
2018-05-18,6.7917
2018-05-19,4.1667
2018-05-20,5
2018-05-20,5
2018-05-21,3.9167
2018-05-22,8.9583
2018-05-23,9.625
2018-05-24,11.3333
2018-05-25,9.7917
2018-05-26,7.2917
2018-05-27,7.4167
2018-05-28,8.381
